condition,ripple_snr,n_channels,carrier_fraction,seed,detector,runtime_s,n_events,error,recall,precision,onset_ms,offset_ms,threshold_parameter,threshold_value
ripples,1.5,16,1.0,0,Roumis_ripple_detector,0.1285897910129279,53,,0.25,0.18867924528301888,22.744176279054784,-7.027204164295142,,
ripples,1.5,16,1.0,0,Shvartsman_ripple_detector,0.1621584590175189,4,,0.025,0.25,32.12724114325738,3.093334981343787,,
ripples,1.5,16,1.0,0,Yu_ripple_detector,0.16905641701305285,60,,0.25,0.16666666666666666,26.277630771666338,-6.612645104780768,,
ripples,1.5,16,1.0,0,Zugaro_ripple_detector,0.012095083016902208,29,,0.2,0.27586206896551724,46.01299463567088,-16.92495476527256,,
ripples,1.5,16,1.0,0,Long_sharp_wave_ripple_detector,0.16382187500130385,17,,0.3,0.7058823529411765,21.32785538423576,-22.945183184816642,,
ripples,1.5,16,1.0,0,Carey_candidate_detector,0.19563858298351988,36,,0.9,1.0,-8.502392855265661,9.010097089349856,,
ripples,1.5,16,1.0,0,multiunit_HSE_detector,0.07208608300425112,53,,1.0,0.7547169811320755,-14.108686937149173,14.56260249278074,,
ripples,1.5,16,1.0,1,Kay_ripple_detector,0.06952837499557063,47,,0.175,0.14893617021276595,19.646981019533882,-18.634934476509102,,
ripples,1.5,16,1.0,1,Karlsson_ripple_detector,0.17416024999693036,17,,0.0,0.0,,,,
ripples,1.5,16,1.0,1,Roumis_ripple_detector,0.13045066699851304,54,,0.175,0.12962962962962962,18.980314352859295,-18.894661227108145,,
ripples,1.5,16,1.0,1,Shvartsman_ripple_detector,0.17750975000672042,1,,0.0,0.0,,,,
ripples,1.5,16,1.0,1,Yu_ripple_detector,0.17423100001178682,56,,0.225,0.16071428571428573,21.427287408151585,-19.56132789376852,,
ripples,1.5,16,1.0,1,Zugaro_ripple_detector,0.013260167033877224,29,,0.15,0.20689655172413793,22.367087121775597,-20.257487426025733,,
ripples,1.5,16,1.0,1,Long_sharp_wave_ripple_detector,0.15451037499587983,11,,0.275,1.0,22.114711025750466,-22.12770559042454,,
ripples,1.5,16,1.0,1,Carey_candidate_detector,0.19606212497456,36,,0.9,1.0,-6.259455643686351,5.875279810115597,,
ripples,1.5,16,1.0,1,multiunit_HSE_detector,0.07126529200468212,47,,1.0,0.851063829787234,-16.08547309113817,14.73081631055706,,
ripples,1.5,16,1.0,2,Kay_ripple_detector,0.07252250000601634,48,,0.175,0.14583333333333334,18.42514055587685,-19.479537997312946,,
ripples,1.5,16,1.0,2,Karlsson_ripple_detector,0.19896783301373944,11,,0.075,0.2727272727272727,13.988502881620235,5.283311991334472,,
ripples,1.5,16,1.0,2,Roumis_ripple_detector,0.14872045803349465,55,,0.175,0.12727272727272726,18.42514055587685,-19.479537997312946,,
ripples,1.5,16,1.0,2,Shvartsman_ripple_detector,0.16979454102693126,0,,0.0,,,,,
ripples,1.5,16,1.0,2,Yu_ripple_detector,0.17169995896983892,99,,0.275,0.12121212121212122,28.841620594832307,-20.14620466397332,,
ripples,1.5,16,1.0,2,Zugaro_ripple_detector,0.012510500033386052,29,,0.125,0.1724137931034483,33.496695334690685,-32.52264817842665,,
ripples,1.5,16,1.0,2,Long_sharp_wave_ripple_detector,0.16711900004884228,21,,0.35,0.6666666666666666,20.086657104820826,-21.966630481243143,,
ripples,1.5,16,1.0,2,Carey_candidate_detector,0.20129929203540087,35,,0.875,1.0,-3.526678360913138,4.285016101576389,,
ripples,1.5,16,1.0,2,multiunit_HSE_detector,0.07851487497100607,44,,0.975,0.8863636363636364,-14.433810824868942,11.978661141498037,,
ripples,1.5,32,1.0,0,Kay_ripple_detector,0.13167733303271234,53,,0.2,0.1509433962264151,19.45237508004638,-12.216375791883394,,
ripples,1.5,32,1.0,0,Karlsson_ripple_detector,0.34683866595150903,43,,0.2,0.18604651162790697,2.3666516132152537,-9.066539140825114,,
ripples,1.5,32,1.0,0,Roumis_ripple_detector,0.2575796250021085,54,,0.2,0.14814814814814814,19.45237508004638,-11.883042458549653,,
ripples,1.5,32,1.0,0,Shvartsman_ripple_detector,0.3344699590234086,9,,0.05,0.2222222222222222,23.277630771666225,-4.177062372427542,,
ripples,1.5,32,1.0,0,Yu_ripple_detector,0.336578875023406,194,,0.4,0.08247422680412371,22.00565424432499,-9.977808058207138,,
ripples,1.5,32,1.0,0,Zugaro_ripple_detector,0.015567499969620258,36,,0.2,0.2222222222222222,26.91548665196919,-33.280327386513875,,
ripples,1.5,32,1.0,0,Long_sharp_wave_ripple_detector,0.14733220799826086,12,,0.3,1.0,14.329269233485764,-15.87555865918322,,
ripples,1.5,32,1.0,0,Carey_candidate_detector,0.2696486249915324,37,,0.925,1.0,-7.563121366388259,6.541698614029201,,
ripples,1.5,32,1.0,0,multiunit_HSE_detector,0.0734227909706533,46,,1.0,0.8695652173913043,-18.49311170010104,18.137813013716197,,
ripples,1.5,32,1.0,1,Kay_ripple_detector,0.13471995800500736,49,,0.2,0.16326530612244897,19.53713421384151,-15.759327526517097,,
ripples,1.5,32,1.0,1,Karlsson_ripple_detector,0.35166424995986745,40,,0.15,0.15,7.3398994427478215,-10.169431869812229,,
ripples,1.5,32,1.0,1,Roumis_ripple_detector,0.26050812494941056,54,,0.2,0.14814814814814814,19.53713421384151,-16.222524235146807,,
ripples,1.5,32,1.0,1,Shvartsman_ripple_detector,0.3541423749993555,7,,0.05,0.2857142857142857,-18.800824931673787,-10.169431869812229,,
ripples,1.5,32,1.0,1,Yu_ripple_detector,0.34355287498328835,176,,0.475,0.10795454545454546,21.427287408151585,-18.894661227108145,,
ripples,1.5,32,1.0,1,Zugaro_ripple_detector,0.018027417012490332,24,,0.125,0.20833333333333334,23.64698101952456,-25.279102994488767,,
ripples,1.5,32,1.0,1,Long_sharp_wave_ripple_detector,0.1663287080009468,17,,0.375,0.8823529411764706,23.44804435908543,-24.55536685633497,,
ripples,1.5,32,1.0,1,Carey_candidate_detector,0.2630437079933472,35,,0.875,1.0,-5.271678969776872,3.7941736843407625,,
ripples,1.5,32,1.0,1,multiunit_HSE_detector,0.07413174997782335,46,,1.0,0.8695652173913043,-20.053444212141613,14.751949076840631,,
ripples,1.5,32,1.0,2,Kay_ripple_detector,0.13599491701461375,48,,0.175,0.14583333333333334,19.758473889211814,-20.81287133064791,,
ripples,1.5,32,1.0,2,Karlsson_ripple_detector,0.3515535420156084,28,,0.1,0.14285714285714285,10.742599108153783,0.4751887664831145,,
ripples,1.5,32,1.0,2,Roumis_ripple_detector,0.26308499998413026,51,,0.175,0.13725490196078433,19.758473889211814,-20.522648178426195,,
ripples,1.5,32,1.0,2,Shvartsman_ripple_detector,0.3442941250395961,3,,0.0,0.0,,,,
ripples,1.5,32,1.0,2,Yu_ripple_detector,0.33082675002515316,117,,0.35,0.11965811965811966,26.674520961847303,-23.09811300299458,,
ripples,1.5,32,1.0,2,Zugaro_ripple_detector,0.01651929202489555,28,,0.075,0.10714285714285714,33.496695334690685,-35.92703366631156,,
ripples,1.5,32,1.0,2,Long_sharp_wave_ripple_detector,0.1670500420150347,19,,0.375,0.7894736842105263,20.50742132886274,-23.875640453436375,,
ripples,1.5,32,1.0,2,Carey_candidate_detector,0.2631260839989409,32,,0.8,1.0,-5.783831945677775,2.3006896633539498,,
ripples,1.5,32,1.0,2,multiunit_HSE_detector,0.0755905419937335,49,,1.0,0.8163265306122449,-17.572990090936713,16.99453014262886,,
ripples,2.0,4,1.0,0,Kay_ripple_detector,0.026566874992568046,45,,0.45,0.4222222222222222,12.288559700225576,-13.113240024061668,,
ripples,2.0,4,1.0,0,Karlsson_ripple_detector,0.0435501669999212,14,,0.25,0.7142857142857143,7.440741748027335,-14.946994053181228,,
ripples,2.0,4,1.0,0,Roumis_ripple_detector,0.033107624971307814,45,,0.475,0.4222222222222222,12.873387239775269,-13.44745972619421,,
ripples,2.0,4,1.0,0,Shvartsman_ripple_detector,0.042785625031683594,2,,0.05,1.0,-19.197942560795767,-25.948884704641628,,
ripples,2.0,4,1.0,0,Yu_ripple_detector,0.04869737499393523,34,,0.325,0.4117647058823529,14.42802040007507,-7.651958524242275,,
ripples,2.0,4,1.0,0,Zugaro_ripple_detector,0.00969683303264901,29,,0.35,0.4827586206896552,18.99506346158031,-22.08409157397284,,
ripples,2.0,4,1.0,0,Long_sharp_wave_ripple_detector,0.16749466699548066,18,,0.4,0.8888888888888888,12.349078371011402,-10.416032841497724,,
ripples,2.0,4,1.0,0,Carey_candidate_detector,0.15232449996983632,39,,0.975,1.0,-6.238646266595538,6.721767111891097,,
ripples,2.0,4,1.0,0,multiunit_HSE_detector,0.07272941700648516,47,,1.0,0.851063829787234,-13.312060427637107,15.852842799802147,,
ripples,2.0,4,1.0,1,Kay_ripple_detector,0.024842417042236775,50,,0.45,0.36,16.537134213841398,-15.839046416814995,,
ripples,2.0,4,1.0,1,Karlsson_ripple_detector,0.04416770802345127,8,,0.1,0.5,19.281122210420776,-24.72501404172256,,
ripples,2.0,4,1.0,1,Roumis_ripple_detector,0.033264667028561234,53,,0.45,0.33962264150943394,16.87046754717514,-15.690194062514706,,
ripples,2.0,4,1.0,1,Shvartsman_ripple_detector,0.04219520802143961,0,,0.0,,,,,
ripples,2.0,4,1.0,1,Yu_ripple_detector,0.05103179201250896,49,,0.475,0.3877551020408163,18.598130319055883,-16.03061690828156,,
ripples,2.0,4,1.0,1,Zugaro_ripple_detector,0.010377124999649823,30,,0.325,0.43333333333333335,23.64698101952456,-27.461038923757286,,
ripples,2.0,4,1.0,1,Long_sharp_wave_ripple_detector,0.16802358301356435,24,,0.4,0.6666666666666666,21.639435070397894,-26.313312998687444,,
ripples,2.0,4,1.0,1,Carey_candidate_detector,0.15193304099375382,39,,0.975,1.0,-3.100291202240868,6.55836781844954,,
ripples,2.0,4,1.0,1,multiunit_HSE_detector,0.07470016594743356,51,,1.0,0.7843137254901961,-16.680403148341405,14.12102463110898,,
ripples,2.0,4,1.0,2,Kay_ripple_detector,0.02632649999577552,54,,0.45,0.3333333333333333,21.110834351105723,-21.125332906994032,,
ripples,2.0,4,1.0,2,Karlsson_ripple_detector,0.04256354202516377,8,,0.15,0.75,11.533125396240962,-30.202430000368707,,
ripples,2.0,4,1.0,2,Roumis_ripple_detector,0.034048540983349085,59,,0.525,0.3559322033898305,20.50742132886274,-20.58993374334417,,
ripples,2.0,4,1.0,2,Shvartsman_ripple_detector,0.04404824995435774,0,,0.0,,,,,
ripples,2.0,4,1.0,2,Yu_ripple_detector,0.05541033297777176,42,,0.5,0.47619047619047616,18.797772196872398,-20.368069203658745,,
ripples,2.0,4,1.0,2,Zugaro_ripple_detector,0.010747333988547325,31,,0.275,0.3548387096774194,30.216329323522473,-19.855981511758714,,
ripples,2.0,4,1.0,2,Long_sharp_wave_ripple_detector,0.1663592080003582,26,,0.5,0.7692307692307693,8.811104161534189,-14.193300384341967,,
ripples,2.0,4,1.0,2,Carey_candidate_detector,0.16262050002114847,38,,0.95,1.0,-1.8224086323925803,3.9965753378439217,,
ripples,2.0,4,1.0,2,multiunit_HSE_detector,0.07286800001747906,44,,1.0,0.9090909090909091,-13.019628049477205,10.38046828795558,,
ripples,2.0,16,1.0,0,Kay_ripple_detector,0.07578595902305096,57,,0.475,0.3333333333333333,17.177538967047212,-14.472345210094772,,
ripples,2.0,16,1.0,0,Karlsson_ripple_detector,0.1671060420339927,36,,0.325,0.3611111111111111,13.761353733400483,-9.006434682440556,,
ripples,2.0,16,1.0,0,Roumis_ripple_detector,0.1265586670488119,57,,0.475,0.3333333333333333,17.844205633714694,-14.114126392854587,,
ripples,2.0,16,1.0,0,Shvartsman_ripple_detector,0.17627016705228016,8,,0.15,0.75,-6.966681720115275,1.502512709205206,,
ripples,2.0,16,1.0,0,Yu_ripple_detector,0.18054320896044374,66,,0.35,0.21212121212121213,24.944297438331375,-10.88304245854843,,
ripples,2.0,16,1.0,0,Zugaro_ripple_detector,0.012642958026845008,31,,0.275,0.3548387096774194,25.761353733400938,-19.447459726194438,,
ripples,2.0,16,1.0,0,Long_sharp_wave_ripple_detector,0.1699573749792762,22,,0.425,0.7727272727272727,22.600348201493148,-22.402449804346247,,
ripples,2.0,16,1.0,0,Carey_candidate_detector,0.2038523749797605,37,,0.925,1.0,-8.912662856516818,7.748498100404788,,
ripples,2.0,16,1.0,0,multiunit_HSE_detector,0.07272912497865036,53,,1.0,0.7547169811320755,-14.108686937149173,14.56260249278074,,
ripples,2.0,16,1.0,1,Kay_ripple_detector,0.07781037501990795,57,,0.45,0.3157894736842105,16.67937553026988,-15.912071669134775,,
ripples,2.0,16,1.0,1,Karlsson_ripple_detector,0.1827576250070706,31,,0.375,0.4838709677419355,20.265876280944894,-14.612436327823275,,
ripples,2.0,16,1.0,1,Roumis_ripple_detector,0.13516012497711927,61,,0.45,0.29508196721311475,16.122555669287664,-16.245405002464963,,
ripples,2.0,16,1.0,1,Shvartsman_ripple_detector,0.18011191597906873,3,,0.05,0.6666666666666666,-2.316388395790625,-24.70176204244723,,
ripples,2.0,16,1.0,1,Yu_ripple_detector,0.18433162500150502,70,,0.525,0.3,25.561955813287796,-18.894661227108145,,
ripples,2.0,16,1.0,1,Zugaro_ripple_detector,0.011562791012693197,29,,0.25,0.3448275862068966,18.76918481477663,-24.0868821108009,,
ripples,2.0,16,1.0,1,Long_sharp_wave_ripple_detector,0.148302584013436,15,,0.375,1.0,22.71345675707437,-22.727798000715893,,
ripples,2.0,16,1.0,1,Carey_candidate_detector,0.2034218749613501,37,,0.925,1.0,-6.43362453557117,6.636049758384388,,
ripples,2.0,16,1.0,1,multiunit_HSE_detector,0.07851291698170826,47,,1.0,0.851063829787234,-16.08547309113817,14.73081631055706,,
ripples,2.0,16,1.0,2,Kay_ripple_detector,0.07350066700018942,53,,0.45,0.33962264150943394,20.56968024729411,-20.098113002994467,,
ripples,2.0,16,1.0,2,Karlsson_ripple_detector,0.17042170895729214,19,,0.275,0.5789473684210527,17.091807222548994,-5.049136869253346,,
ripples,2.0,16,1.0,2,Roumis_ripple_detector,0.13808708399301395,60,,0.45,0.3,20.236346913960812,-20.09811300298736,,
ripples,2.0,16,1.0,2,Shvartsman_ripple_detector,0.17446087498683482,2,,0.05,1.0,5.538312973251358,12.108492410964011,,
ripples,2.0,16,1.0,2,Yu_ripple_detector,0.17256966698914766,108,,0.525,0.2037037037037037,27.508287261497344,-20.14620466397332,,
ripples,2.0,16,1.0,2,Zugaro_ripple_detector,0.012330333003774285,30,,0.275,0.36666666666666664,27.798456550065964,-22.790611822742335,,
ripples,2.0,16,1.0,2,Long_sharp_wave_ripple_detector,0.1690240420284681,25,,0.45,0.72,17.82000818683116,-19.996595111784643,,
ripples,2.0,16,1.0,2,Carey_candidate_detector,0.21495979197788984,36,,0.9,1.0,-3.33376248782713,3.845657884298248,,
ripples,2.0,16,1.0,2,multiunit_HSE_detector,0.07314662501448765,44,,0.975,0.8863636363636364,-14.433810824868942,11.978661141498037,,
ripples,2.0,32,1.0,0,Kay_ripple_detector,0.13826350000454113,55,,0.425,0.3090909090909091,17.177751335381686,-14.114126392854587,,
ripples,2.0,32,1.0,0,Karlsson_ripple_detector,0.35605929198209196,47,,0.35,0.2978723404255319,11.285570578529303,-5.960317150238481,,
ripples,2.0,32,1.0,0,Roumis_ripple_detector,0.2666600829688832,60,,0.475,0.31666666666666665,18.393665491373667,-14.114126392854587,,
ripples,2.0,32,1.0,0,Shvartsman_ripple_detector,0.3471445420291275,14,,0.175,0.5,-2.9629345059873913,3.093334981343787,,
ripples,2.0,32,1.0,0,Yu_ripple_detector,0.3402911669691093,211,,0.7,0.14218009478672985,17.94783082177176,-14.560280537647685,,
ripples,2.0,32,1.0,0,Zugaro_ripple_detector,0.016874624998308718,36,,0.275,0.3055555555555556,23.88050078296544,-24.75497622959999,,
ripples,2.0,32,1.0,0,Long_sharp_wave_ripple_detector,0.14959254203131422,18,,0.45,1.0,18.320503274274813,-18.146684918748157,,
ripples,2.0,32,1.0,0,Carey_candidate_detector,0.2690954590216279,39,,0.975,1.0,-7.521930440990587,7.59755019565489,,
ripples,2.0,32,1.0,0,multiunit_HSE_detector,0.07345116697251797,46,,1.0,0.8695652173913043,-18.49311170010104,18.137813013716197,,
ripples,2.0,32,1.0,1,Kay_ripple_detector,0.14439049997599795,56,,0.475,0.3392857142857143,18.31364768619892,-16.660809123095532,,
ripples,2.0,32,1.0,1,Karlsson_ripple_detector,0.37204475002363324,51,,0.5,0.39215686274509803,14.418679838906767,-11.312186569464089,,
ripples,2.0,32,1.0,1,Roumis_ripple_detector,0.28494779200991616,61,,0.45,0.29508196721311475,18.20380088050655,-17.44440184177165,,
ripples,2.0,32,1.0,1,Shvartsman_ripple_detector,0.36103016702691093,10,,0.175,0.7,12.45117640553417,-11.16333421516913,,
ripples,2.0,32,1.0,1,Yu_ripple_detector,0.34460199996829033,176,,0.675,0.1590909090909091,18.760620741488765,-18.660809123105082,,
ripples,2.0,32,1.0,1,Zugaro_ripple_detector,0.016454124997835606,25,,0.2,0.32,21.033753788440634,-10.173889836218919,,
ripples,2.0,32,1.0,1,Long_sharp_wave_ripple_detector,0.16706020798301324,22,,0.5,0.9090909090909091,23.035116074055395,-24.6415824285231,,
ripples,2.0,32,1.0,1,Carey_candidate_detector,0.27431750000687316,38,,0.95,1.0,-5.411916487897628,3.624440170632681,,
ripples,2.0,32,1.0,1,multiunit_HSE_detector,0.07499108300544322,46,,1.0,0.8695652173913043,-20.053444212141613,14.751949076840631,,
ripples,2.0,32,1.0,2,Kay_ripple_detector,0.1424519580323249,57,,0.425,0.2982456140350877,18.42514055587685,-18.716688008666438,,
ripples,2.0,32,1.0,2,Karlsson_ripple_detector,0.3561485829995945,37,,0.35,0.3783783783783784,15.466280942372457,-4.691035663810794,,
ripples,2.0,32,1.0,2,Roumis_ripple_detector,0.2659974159905687,61,,0.425,0.2786885245901639,18.42514055587685,-19.383354675341025,,
ripples,2.0,32,1.0,2,Shvartsman_ripple_detector,0.3585202500107698,6,,0.075,0.5,3.088123064880932,11.477351821573833,,
ripples,2.0,32,1.0,2,Yu_ripple_detector,0.33722283301176503,121,,0.525,0.17355371900826447,27.974123492882086,-21.65676342964673,,
ripples,2.0,32,1.0,2,Zugaro_ripple_detector,0.016304290969856083,33,,0.275,0.3333333333333333,31.49669533468824,-29.855981511760277,,
ripples,2.0,32,1.0,2,Long_sharp_wave_ripple_detector,0.16943062498467043,22,,0.45,0.8181818181818182,19.759005549828235,-22.962830897723663,,
ripples,2.0,32,1.0,2,Carey_candidate_detector,0.2646273749996908,35,,0.875,1.0,-5.230791583464622,2.015372292646589,,
ripples,2.0,32,1.0,2,multiunit_HSE_detector,0.07301787502365187,49,,1.0,0.8163265306122449,-17.572990090936713,16.99453014262886,,
ripples,3.0,4,1.0,0,Kay_ripple_detector,0.0251206670072861,54,,0.9,0.6666666666666666,12.022441935847894,-12.4358057001972,,
ripples,3.0,4,1.0,0,Karlsson_ripple_detector,0.04329549998510629,31,,0.725,0.9354838709677419,10.547167449630024,-10.018951888795868,,
ripples,3.0,4,1.0,0,Roumis_ripple_detector,0.03468616696773097,55,,0.925,0.6727272727272727,12.504829965251929,-12.754976229599535,,
ripples,3.0,4,1.0,0,Shvartsman_ripple_detector,0.04212120798183605,14,,0.35,1.0,5.608183723353477,-7.65918526005116,,
ripples,3.0,4,1.0,0,Yu_ripple_detector,0.04990729200653732,55,,0.825,0.6181818181818182,11.540053906443859,-14.472345210094772,,
ripples,3.0,4,1.0,0,Zugaro_ripple_detector,0.01048170798458159,39,,0.775,0.7948717948717948,23.232081461415532,-22.25150189959635,,
ripples,3.0,4,1.0,0,Long_sharp_wave_ripple_detector,0.1753323750454001,29,,0.675,0.9310344827586207,13.879311439737307,-12.114126392859248,,
ripples,3.0,4,1.0,0,Carey_candidate_detector,0.15683841600548476,39,,0.975,1.0,-6.052482630749978,6.055100445230721,,
ripples,3.0,4,1.0,0,multiunit_HSE_detector,0.07295708399033174,47,,1.0,0.851063829787234,-13.312060427637107,15.852842799802147,,
ripples,3.0,4,1.0,1,Kay_ripple_detector,0.0243339579901658,53,,0.9,0.6792452830188679,14.662637488022767,-16.889244163314387,,
ripples,3.0,4,1.0,1,Karlsson_ripple_detector,0.04333999997470528,30,,0.675,0.9,10.873998033972043,-14.217053909860056,,
ripples,3.0,4,1.0,1,Roumis_ripple_detector,0.034291625022888184,56,,0.875,0.625,14.313647686194031,-16.98411606953698,,
ripples,3.0,4,1.0,1,Shvartsman_ripple_detector,0.04326591599965468,16,,0.4,1.0,8.666612680601649,-14.20287296883771,,
ripples,3.0,4,1.0,1,Yu_ripple_detector,0.0510770829860121,67,,0.9,0.5373134328358209,15.266810908801887,-16.41249458269023,,
ripples,3.0,4,1.0,1,Zugaro_ripple_detector,0.01023441698634997,37,,0.7,0.7567567567567568,25.373076349817225,-27.736124544915697,,
ripples,3.0,4,1.0,1,Long_sharp_wave_ripple_detector,0.17118266702163965,35,,0.7,0.8,20.33132209084698,-21.9526621290278,,
ripples,3.0,4,1.0,1,Carey_candidate_detector,0.15149650000967085,39,,0.975,1.0,-1.93834563644657,4.798730401560647,,
ripples,3.0,4,1.0,1,multiunit_HSE_detector,0.07502729201223701,51,,1.0,0.7843137254901961,-16.680403148341405,14.12102463110898,,
ripples,3.0,4,1.0,2,Kay_ripple_detector,0.0268153750221245,56,,0.85,0.6071428571428571,14.153495792887938,-12.656630000582147,,
ripples,3.0,4,1.0,2,Karlsson_ripple_detector,0.04998820798937231,29,,0.7,0.9655172413793104,12.769082769234608,-7.654985758961175,,
ripples,3.0,4,1.0,2,Roumis_ripple_detector,0.03474937501596287,59,,0.875,0.5932203389830508,13.817824138188772,-13.457278489411806,,
ripples,3.0,4,1.0,2,Shvartsman_ripple_detector,0.045161709014791995,20,,0.5,1.0,13.642694237177011,-9.955546576605911,,
ripples,3.0,4,1.0,2,Yu_ripple_detector,0.04946637497050688,51,,0.8,0.6274509803921569,16.565125469909958,-12.32329666725196,,
ripples,3.0,4,1.0,2,Zugaro_ripple_detector,0.010674707998987287,33,,0.725,0.8787878787878788,26.78118149280806,-22.790611822742335,,
ripples,3.0,4,1.0,2,Long_sharp_wave_ripple_detector,0.168754166981671,32,,0.65,0.8125,13.593665200627214,-15.105176313614521,,
ripples,3.0,4,1.0,2,Carey_candidate_detector,0.15305170801002532,40,,1.0,1.0,-1.7334577886245484,2.9649126743080956,,
ripples,3.0,4,1.0,2,multiunit_HSE_detector,0.07445291598560289,44,,1.0,0.9090909090909091,-13.019628049477205,10.38046828795558,,
ripples,3.0,16,1.0,0,Kay_ripple_detector,0.0742681659758091,67,,0.95,0.5671641791044776,13.058955906998904,-12.026777158833823,,
ripples,3.0,16,1.0,0,Karlsson_ripple_detector,0.18084920797264203,54,,0.85,0.6296296296296297,4.133091849325865,-6.595142250118258,,
ripples,3.0,16,1.0,0,Roumis_ripple_detector,0.1318414169945754,69,,0.95,0.5507246376811594,9.710277344705531,-11.69344382549653,,
ripples,3.0,16,1.0,0,Shvartsman_ripple_detector,0.1716066250228323,29,,0.7,0.9655172413793104,-1.5024661901268388,-6.406056612933142,,
ripples,3.0,16,1.0,0,Yu_ripple_detector,0.17393870803061873,91,,0.975,0.46153846153846156,13.613081848752984,-12.526798094725677,,
ripples,3.0,16,1.0,0,Zugaro_ripple_detector,0.014424834051169455,38,,0.7,0.7368421052631579,21.227300466532206,-21.341913099844234,,
ripples,3.0,16,1.0,0,Long_sharp_wave_ripple_detector,0.17145079100737348,35,,0.75,0.8571428571428571,14.921801755292563,-15.566833029356353,,
ripples,3.0,16,1.0,0,Carey_candidate_detector,0.19989108404843137,40,,1.0,1.0,-8.388329719798193,7.199413253047737,,
ripples,3.0,16,1.0,0,multiunit_HSE_detector,0.07811133400537074,53,,1.0,0.7547169811320755,-14.108686937149173,14.56260249278074,,
threshold sweep,3.0,16,1.0,0,Kay_ripple_detector,0.07301354099763557,67,,0.95,0.5671641791044776,13.058955906998904,-12.026777158833823,zscore_threshold,2.0
threshold sweep,3.0,16,1.0,0,Kay_ripple_detector,0.07358933403156698,44,,0.875,0.7954545454545454,13.171496631912305,-12.780793059533835,zscore_threshold,2.5
threshold sweep,3.0,16,1.0,0,Kay_ripple_detector,0.07188345800386742,28,,0.625,0.8928571428571429,12.946415182085502,-12.780793059533835,zscore_threshold,3.0
threshold sweep,3.0,16,1.0,0,Kay_ripple_detector,0.07139470800757408,23,,0.575,1.0,10.873387239776378,-12.780793059533835,zscore_threshold,3.5
threshold sweep,3.0,16,1.0,0,Kay_ripple_detector,0.07104787504067644,15,,0.375,1.0,7.703732160678101,-10.685618555456244,zscore_threshold,4.0
threshold sweep,3.0,16,1.0,0,Kay_ripple_detector,0.07034666696563363,4,,0.1,1.0,11.065876280376585,-3.2793117714469133,zscore_threshold,5.0
threshold sweep,3.0,16,1.0,0,Karlsson_ripple_detector,0.185193374985829,318,,1.0,0.1289308176100629,-8.372637536716354,10.617612986829172,zscore_threshold,2.0
threshold sweep,3.0,16,1.0,0,Karlsson_ripple_detector,0.1802054580184631,122,,0.975,0.319672131147541,-3.2503970497117507,5.885044242951665,zscore_threshold,2.5
threshold sweep,3.0,16,1.0,0,Karlsson_ripple_detector,0.17318283300846815,54,,0.85,0.6296296296296297,4.133091849325865,-6.595142250118258,zscore_threshold,3.0
threshold sweep,3.0,16,1.0,0,Karlsson_ripple_detector,0.17271549999713898,29,,0.65,0.896551724137931,11.500888874532933,-9.598361552445311,zscore_threshold,3.5
threshold sweep,3.0,16,1.0,0,Karlsson_ripple_detector,0.1707858750014566,18,,0.45,1.0,7.878101302871698,-10.648592388449174,zscore_threshold,4.0
threshold sweep,3.0,16,1.0,0,Karlsson_ripple_detector,0.1691321250400506,4,,0.1,1.0,8.7325429470404,-7.536800710257197,zscore_threshold,5.0
threshold sweep,3.0,16,1.0,0,Zugaro_ripple_detector,0.013905208033975214,81,,0.825,0.41975308641975306,21.425029867311096,-21.38460595679703,high_threshold,3.0
threshold sweep,3.0,16,1.0,0,Zugaro_ripple_detector,0.013397833972703665,58,,0.8,0.5517241379310345,22.31943199180808,-21.341913099844234,high_threshold,4.0
threshold sweep,3.0,16,1.0,0,Zugaro_ripple_detector,0.012881125032436103,38,,0.7,0.7368421052631579,21.227300466532206,-21.341913099844234,high_threshold,5.0
threshold sweep,3.0,16,1.0,0,Zugaro_ripple_detector,0.012434500036761165,28,,0.525,0.75,20.511084668711987,-21.299220242891437,high_threshold,6.0
threshold sweep,3.0,16,1.0,0,Zugaro_ripple_detector,0.011615541006904095,12,,0.3,1.0,23.496717597410566,-24.22686121390427,high_threshold,8.0
ripples,3.0,16,1.0,1,Kay_ripple_detector,0.0741717079654336,66,,0.925,0.5606060606060606,14.416833120461714,-14.127705590425421,,
ripples,3.0,16,1.0,1,Karlsson_ripple_detector,0.1755399169633165,47,,0.8,0.6808510638297872,6.972327113395238,-4.288398995488052,,
ripples,3.0,16,1.0,1,Roumis_ripple_detector,0.13169200002448633,69,,0.925,0.5362318840579711,14.416833120461714,-13.830000881839055,,
ripples,3.0,16,1.0,1,Shvartsman_ripple_detector,0.1699434579932131,27,,0.65,0.9629629629629629,4.3585263432390775,-0.9022471314032998,,
ripples,3.0,16,1.0,1,Yu_ripple_detector,0.1741920419735834,139,,0.975,0.28776978417266186,14.95719821360808,-15.461038923760384,,
ripples,3.0,16,1.0,1,Zugaro_ripple_detector,0.01299108297098428,38,,0.725,0.7631578947368421,24.667698057072585,-27.44163218154938,,
ripples,3.0,16,1.0,1,Long_sharp_wave_ripple_detector,0.14983404095983133,20,,0.5,1.0,22.91398470886108,-22.427751795570217,,
ripples,3.0,16,1.0,1,Carey_candidate_detector,0.20853300002636388,39,,0.975,1.0,-5.766957868907241,5.969383091709801,,
